Decile ID,Decile,Good ID,Good,Expenditures,Expenditures -- margin of error,Share,Share of margin of error,Calculated population size,Average number of persons,Average number of consumer units
,,r102,clothing and footwear,10480,3510,5.3,1.7,409720,1.3,1.15
,,r103,clothing,8840,3280,4.3,1.5,409720,1.3,1.15
,,r104, outdoor clothes,2680,2150,1.2,1.0,409720,1.3,1.15
,,r105,other clothes,4360,1670,2.1,0.7,409720,1.3,1.15
,,r106,underwear,1240,440,0.7,0.2,409720,1.3,1.15
,,r107,accessoarer -- hats -- caps -- gloves etc.,310,290,..,..,409720,1.3,1.15
,,r108,footwear,1640,970,1.0,0.6,409720,1.3,1.15
,,r109,housing,55600,3730,33.6,2.2,409720,1.3,1.15
,,r110,actual rentals for housing (incl. garage),36460,4270,23.0,2.9,409720,1.3,1.15
,,r111,reparations,1850,1100,0.8,0.4,409720,1.3,1.15
,,r112,householder´s comprehensive insurance,1340,260,0.8,0.2,409720,1.3,1.15
,,r113,services associates with housing ,2120,790,1.3,0.5,409720,1.3,1.15
,,r114,electicity -- gas and other fuels ,7520,1860,4.3,0.9,409720,1.3,1.15
,,r115,interests (gross),4650,1950,2.4,1.1,409720,1.3,1.15
,,r116,furnishings -- household equipment and routine maintenance of the house,8540,3070,3.9,1.0,409720,1.3,1.15
,,r117,furniture and furnishings -- carpets and other floor coverings,4080,1910,2.0,0.8,409720,1.3,1.15
,,r118,textile,..,..,..,..,409720,1.3,1.15
,,r119,household applience,3350,1260,1.6,0.5,409720,1.3,1.15
,,r120,health and hospital services,3920,1870,2.1,1.0,409720,1.3,1.15
,,r121,transport,20870,4890,10.9,2.1,409720,1.3,1.15
,,r122,purchase of new motor-cars,6240,3820,2.8,1.6,409720,1.3,1.15
,,r123,purchase of other vehicles,1550,1210,0.7,0.6,409720,1.3,1.15
,,r124,operation of motor-cars,9330,2030,5.2,1.0,409720,1.3,1.15
,,r125,interests (motorcars - gross) -- licence duty,980,200,0.6,0.1,409720,1.3,1.15
,,r126,operation of other vehicles,480,360,..,..,409720,1.3,1.15
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,409720,1.3,1.15
,,r128,services of transport,2270,900,1.4,0.6,409720,1.3,1.15
,,r129,leisure time and culture,29600,4560,15.8,1.5,409720,1.3,1.15
,,r130,weekend cottage,1300,1000,0.6,0.4,409720,1.3,1.15
,,r131,radio and tv,2170,990,1.1,0.4,409720,1.3,1.15
,,r132,sport and hobby,2060,970,1.1,0.5,409720,1.3,1.15
,,r133,watch -- camera -- photographic and cinematographic equipment,1430,1410,..,..,409720,1.3,1.15
,,r134,holidays -- hotels,5380,1910,2.8,0.9,409720,1.3,1.15
,,r135,other spare time,4900,1600,2.3,0.6,409720,1.3,1.15
,,r136,entertainment,640,330,0.4,0.2,409720,1.3,1.15
,,r137,books -- newspapers -- television taxes,7500,990,4.5,0.6,409720,1.3,1.15
,,r138,mobiltelephone (callcharge and subscription fee),1680,640,1.0,0.3,409720,1.3,1.15
,,r139,telephone (callcharge and subscription fee),2530,370,1.5,0.2,409720,1.3,1.15
D4,decil 4,r001,total expenditures,198030,11550,100.0,0.0,396840,1.6,1.32
,,r002,food,25640,1820,14.2,1.5,396840,1.6,1.32
,,r003,bread and cereals,4480,530,2.4,0.3,396840,1.6,1.32
,,r004,rice and products of rice -- of which:,230,90,..,..,396840,1.6,1.32
,,r005,rice,130,80,..,..,396840,1.6,1.32
,,r006,products of rice,90,40,..,..,396840,1.6,1.32
,,r007,pasta products,380,110,0.2,0.1,396840,1.6,1.32
,,r008,flour -- grain,450,110,0.2,0.1,396840,1.6,1.32
,,r009,bread -- of which:,1820,260,1.0,0.2,396840,1.6,1.32
,,r010,hard bread,290,70,..,..,396840,1.6,1.32
,,r011,soft white bread,420,120,0.2,0.1,396840,1.6,1.32
,,r012,soft brown bread,230,70,..,..,396840,1.6,1.32
,,r013,soft light bread,490,120,0.3,0.1,396840,1.6,1.32
,,r014,bread unspecified,390,140,0.2,0.1,396840,1.6,1.32
,,r015,pastry-cook products,1600,330,0.9,0.2,396840,1.6,1.32
,,r016,meat,5130,640,3.1,0.6,396840,1.6,1.32
,,r017,fresh -- chilled or frozen meat of bovine animals,560,190,0.3,0.1,396840,1.6,1.32
,,r018,fresh -- chilled or frozen meat of pig,850,210,0.5,0.1,396840,1.6,1.32
,,r019,fresh -- chilled or frozen meat of sheep and goat,..,..,..,..,396840,1.6,1.32
,,r020,fresh -- chilled or frozen meat of poultry,590,190,0.3,0.1,396840,1.6,1.32
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,396840,1.6,1.32
,,r022,dried -- salted or smoked meat of pig,1190,240,0.8,0.4,396840,1.6,1.32
,,r023,dried -- salted or smoked other meats,200,80,0.2,0.1,396840,1.6,1.32
,,r024,meat -- sausages and meat of sandwiches,930,220,0.6,0.2,396840,1.6,1.32
,,r025,pastry -- cured meats and provisions,260,80,..,..,396840,1.6,1.32
,,r026,meatdishes,340,150,0.2,0.1,396840,1.6,1.32
,,r027,meat - unspecified,..,..,..,..,396840,1.6,1.32
,,r028,fish,1480,290,0.8,0.2,396840,1.6,1.32
,,r029,fresh -- chilled or frozen fish -- of which:,580,200,0.3,0.1,396840,1.6,1.32
,,r030,codfish,100,50,..,..,396840,1.6,1.32
,,r031,salomonfish,260,140,0.2,0.1,396840,1.6,1.32
,,r032,herring,..,..,..,..,396840,1.6,1.32
,,r033,other fish,180,130,..,..,396840,1.6,1.32
,,r034,seafood,200,100,..,..,396840,1.6,1.32
,,r035,caviar -- roes -- other fishproducts,80,40,..,..,396840,1.6,1.32
,,r036,fish and seafood dishes,620,150,0.4,0.2,396840,1.6,1.32
,,r037,fish and seafood - unspecified,..,..,..,..,396840,1.6,1.32
,,r038,milk -- cheese and eggs,4300,470,2.4,0.3,396840,1.6,1.32
,,r039,milk (fat >=1 --5%),310,90,0.2,0.1,396840,1.6,1.32
,,r040,low fat milk (fat <1 --5%),650,120,0.3,0.1,396840,1.6,1.32
,,r041,preserved milk,..,..,..,..,396840,1.6,1.32
,,r042,yoghurt and sour milk,760,150,0.4,0.1,396840,1.6,1.32
,,r043,cream -- sour cream (fat>=29%),280,70,0.2,0.1,396840,1.6,1.32
,,r044,cream -- sour cream (fat<29%),190,60,..,..,396840,1.6,1.32
,,r045,cheese (fat >=17%),1190,240,0.7,0.2,396840,1.6,1.32
,,r046,cheese (fat <17%),430,110,0.2,0.1,396840,1.6,1.32
,,r047,eggs,470,90,0.3,0.1,396840,1.6,1.32
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,396840,1.6,1.32
,,r049,oils and fats,820,150,0.5,0.2,396840,1.6,1.32
,,r050,butter,370,100,0.3,0.1,396840,1.6,1.32
,,r051,margarine (fat>=40%),190,60,..,..,396840,1.6,1.32
,,r052,margarine (fat<40%),80,40,..,..,396840,1.6,1.32
,,r053,olive oil -- cooking oil -- mayonnaise,180,70,..,..,396840,1.6,1.32
,,r054,fruit and berries,2130,330,1.1,0.2,396840,1.6,1.32
,,r055,apples,250,90,..,..,396840,1.6,1.32
,,r056,pears,80,40,..,..,396840,1.6,1.32
,,r057,bananas,370,80,0.2,0.1,396840,1.6,1.32
,,r058,citrus fruits,390,100,0.2,0.1,396840,1.6,1.32
,,r059,other fresh fruit,160,50,..,..,396840,1.6,1.32
,,r060,dried fruit,350,120,0.2,0.1,396840,1.6,1.32
,,r061,berries,340,150,0.2,0.1,396840,1.6,1.32
,,r062,preserved fruit and fruit based products,90,50,..,..,396840,1.6,1.32
,,r063,others fruit and berries,100,70,..,..,396840,1.6,1.32
,,r064,vegetables,2710,360,1.4,0.2,396840,1.6,1.32
,,r065,leaf and stem vegetables,260,70,..,..,396840,1.6,1.32
,,r066,cabbages -- fresh,100,30,..,..,396840,1.6,1.32
,,r067,vegetables cultivated for their fruit -- fresh ,910,160,0.5,0.1,396840,1.6,1.32
,,r068,onion -- leek -- fresh,130,50,..,..,396840,1.6,1.32
,,r069,mashrooms -- fresh,30,20,..,..,396840,1.6,1.32
,,r070,soups -- vegetabledishes,420,130,0.2,0.1,396840,1.6,1.32
,,r071,root crops,160,50,..,..,396840,1.6,1.32
,,r072,potatoes,320,70,..,..,396840,1.6,1.32
,,r073,products of potatoes (french fries -- mashed potatoes),280,90,..,..,396840,1.6,1.32
,,r074,vegetables - unspecified,100,80,..,..,396840,1.6,1.32
,,r075,sugar and sweets,3010,660,1.6,0.4,396840,1.6,1.32
,,r076,sugar -- jam -- honey -- chocolate and confectionery,170,50,..,..,396840,1.6,1.32
,,r077,jams -- marmelade,170,60,..,..,396840,1.6,1.32
,,r078,ice cream,450,130,0.2,0.1,396840,1.6,1.32
,,r079,other suger products,2220,640,1.2,0.4,396840,1.6,1.32
,,r080,sauces -- condiments,430,100,0.2,0.1,396840,1.6,1.32
,,r081,salt -- spices and culinary herbs,280,80,..,..,396840,1.6,1.32
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,290,110,0.2,0.1,396840,1.6,1.32
,,r083,snacks,330,140,0.2,0.1,396840,1.6,1.32
,,r084,unspec provisions,..,..,..,..,396840,1.6,1.32
,,r085,non alcoholic beverages,2320,440,1.2,0.2,396840,1.6,1.32
,,r086,fruit- and vegetable juices,370,110,0.2,0.1,396840,1.6,1.32
,,r087,soft drinks,1020,340,0.5,0.2,396840,1.6,1.32
,,r088,mineral or spring waters,220,200,..,..,396840,1.6,1.32
,,r089,coffee,620,160,0.3,0.1,396840,1.6,1.32
,,r090,tee,60,30,..,..,396840,1.6,1.32
,,r091,cacao,40,20,..,..,396840,1.6,1.32
,,r092,dinner out,5290,1740,2.7,0.9,396840,1.6,1.32
,,r093,alcoholic beverages (with low-strength beer),3110,1110,1.9,0.8,396840,1.6,1.32
,,r094,tobacco ,2930,1170,1.7,0.7,396840,1.6,1.32
,,r095,consumer goods,3650,760,1.8,0.4,396840,1.6,1.32
,,r096,personal hygiene,1830,630,0.9,0.3,396840,1.6,1.32
,,r097,other consumption purposes,1820,320,0.9,0.1,396840,1.6,1.32
,,r098,domestic services,8910,2440,4.4,1.1,396840,1.6,1.32
,,r099,childminding,560,300,0.2,0.1,396840,1.6,1.32
,,r100,charge of skill -- other insurance,4070,710,2.5,0.7,396840,1.6,1.32
,,r101,other services,4280,2390,1.7,0.9,396840,1.6,1.32
,,r102,clothing and footwear,6540,1710,2.9,0.8,396840,1.6,1.32
,,r103,clothing,5710,1620,2.5,0.7,396840,1.6,1.32
,,r104, outdoor clothes,670,480,0.3,0.2,396840,1.6,1.32
,,r105,other clothes,3470,1280,1.6,0.6,396840,1.6,1.32
,,r106,underwear,1010,540,0.4,0.2,396840,1.6,1.32
,,r107,accessoarer -- hats -- caps -- gloves etc.,370,320,..,..,396840,1.6,1.32
,,r108,footwear,830,420,0.3,0.2,396840,1.6,1.32
,,r109,housing,61160,4260,35.9,6.8,396840,1.6,1.32
,,r110,actual rentals for housing (incl. garage),41270,4690,25.4,6.7,396840,1.6,1.32
,,r111,reparations,..,..,1.0,0.9,396840,1.6,1.32
,,r112,householder´s comprehensive insurance,1400,210,0.8,0.1,396840,1.6,1.32
,,r113,services associates with housing ,2210,700,1.2,0.4,396840,1.6,1.32
,,r114,electicity -- gas and other fuels ,7580,1600,4.3,1.1,396840,1.6,1.32
,,r115,interests (gross),4060,1890,2.0,1.0,396840,1.6,1.32
,,r116,furnishings -- household equipment and routine maintenance of the house,8520,2220,4.5,1.7,396840,1.6,1.32
,,r117,furniture and furnishings -- carpets and other floor coverings,3530,1190,2.3,1.3,396840,1.6,1.32
,,r118,textile,590,310,0.3,0.1,396840,1.6,1.32
,,r119,household applience,4400,1830,2.0,0.8,396840,1.6,1.32
,,r120,health and hospital services,5930,2440,2.5,0.8,396840,1.6,1.32
,,r121,transport,26320,5570,..,..,396840,1.6,1.32
,,r122,purchase of new motor-cars,5350,4770,-5.7,16.4,396840,1.6,1.32
,,r123,purchase of other vehicles,1200,730,0.7,0.5,396840,1.6,1.32
,,r124,operation of motor-cars,15380,2220,8.1,1.1,396840,1.6,1.32
,,r125,interests (motorcars - gross) -- licence duty,1590,290,0.9,0.2,396840,1.6,1.32
,,r126,operation of other vehicles,310,200,0.2,0.1,396840,1.6,1.32
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,396840,1.6,1.32
,,r128,services of transport,2440,990,1.2,0.5,396840,1.6,1.32
,,r129,leisure time and culture,36450,5020,20.7,6.1,396840,1.6,1.32
,,r130,weekend cottage,4510,3480,3.4,3.0,396840,1.6,1.32
,,r131,radio and tv,2030,730,1.0,0.3,396840,1.6,1.32
,,r132,sport and hobby,2620,960,1.9,1.6,396840,1.6,1.32
,,r133,watch -- camera -- photographic and cinematographic equipment,860,420,0.4,0.2,396840,1.6,1.32
,,r134,holidays -- hotels,7780,2310,3.8,1.0,396840,1.6,1.32
,,r135,other spare time,5620,1890,3.4,1.7,396840,1.6,1.32
,,r136,entertainment,1070,660,0.4,0.3,396840,1.6,1.32
,,r137,books -- newspapers -- television taxes,6640,810,3.6,0.5,396840,1.6,1.32
,,r138,mobiltelephone (callcharge and subscription fee),2720,740,1.4,0.3,396840,1.6,1.32
,,r139,telephone (callcharge and subscription fee),2600,340,1.4,0.2,396840,1.6,1.32
D5,decil 5,r001,total expenditures,241900,18930,100.0,0.0,418470,1.8,1.40
,,r002,food,30550,2730,9.5,7.5,418470,1.8,1.40
,,r003,bread and cereals,5060,670,1.9,0.6,418470,1.8,1.40
,,r004,rice and products of rice -- of which:,250,90,..,..,418470,1.8,1.40
,,r005,rice,130,60,..,..,418470,1.8,1.40
,,r006,products of rice,120,70,..,..,418470,1.8,1.40
,,r007,pasta products,400,140,0.2,0.1,418470,1.8,1.40
,,r008,flour -- grain,690,340,0.2,0.1,418470,1.8,1.40
,,r009,bread -- of which:,1910,220,0.8,0.2,418470,1.8,1.40
,,r010,hard bread,260,70,..,..,418470,1.8,1.40
,,r011,soft white bread,460,110,..,..,418470,1.8,1.40
,,r012,soft brown bread,350,80,..,..,418470,1.8,1.40
,,r013,soft light bread,600,110,0.3,0.1,418470,1.8,1.40
,,r014,bread unspecified,240,90,..,..,418470,1.8,1.40
,,r015,pastry-cook products,1800,380,0.6,0.4,418470,1.8,1.40
,,r016,meat,6770,920,2.4,1.3,418470,1.8,1.40
,,r017,fresh -- chilled or frozen meat of bovine animals,820,330,0.3,0.1,418470,1.8,1.40
,,r018,fresh -- chilled or frozen meat of pig,1420,340,..,..,418470,1.8,1.40
,,r019,fresh -- chilled or frozen meat of sheep and goat,190,130,..,..,418470,1.8,1.40
,,r020,fresh -- chilled or frozen meat of poultry,760,220,0.3,0.1,418470,1.8,1.40
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,418470,1.8,1.40
,,r022,dried -- salted or smoked meat of pig,1490,250,..,..,418470,1.8,1.40
,,r023,dried -- salted or smoked other meats,160,60,..,..,418470,1.8,1.40
,,r024,meat -- sausages and meat of sandwiches,1060,210,0.5,0.1,418470,1.8,1.40
,,r025,pastry -- cured meats and provisions,320,100,..,..,418470,1.8,1.40
,,r026,meatdishes,450,260,..,..,418470,1.8,1.40
,,r027,meat - unspecified,80,60,..,..,418470,1.8,1.40
,,r028,fish,1850,400,..,..,418470,1.8,1.40
,,r029,fresh -- chilled or frozen fish -- of which:,710,170,..,..,418470,1.8,1.40
,,r030,codfish,180,70,..,..,418470,1.8,1.40
,,r031,salomonfish,310,120,-0.1,0.5,418470,1.8,1.40
,,r032,herring,..,..,..,..,418470,1.8,1.40
,,r033,other fish,130,70,..,..,418470,1.8,1.40
,,r034,seafood,350,150,..,..,418470,1.8,1.40
,,r035,caviar -- roes -- other fishproducts,180,120,..,..,418470,1.8,1.40
,,r036,fish and seafood dishes,620,170,0.3,0.1,418470,1.8,1.40
,,r037,fish and seafood - unspecified,..,..,..,..,418470,1.8,1.40
,,r038,milk -- cheese and eggs,5120,520,..,..,418470,1.8,1.40
,,r039,milk (fat >=1 --5%),350,100,..,..,418470,1.8,1.40
,,r040,low fat milk (fat <1 --5%),750,130,-0.2,1.0,418470,1.8,1.40
,,r041,preserved milk,..,..,..,..,418470,1.8,1.40
,,r042,yoghurt and sour milk,850,160,0.3,0.1,418470,1.8,1.40
,,r043,cream -- sour cream (fat>=29%),330,70,-0.1,0.6,418470,1.8,1.40
,,r044,cream -- sour cream (fat<29%),330,70,..,..,418470,1.8,1.40
,,r045,cheese (fat >=17%),1370,230,..,..,418470,1.8,1.40
,,r046,cheese (fat <17%),570,120,..,..,418470,1.8,1.40
,,r047,eggs,550,90,..,..,418470,1.8,1.40
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,418470,1.8,1.40
,,r049,oils and fats,1050,140,..,..,418470,1.8,1.40
,,r050,butter,480,100,..,..,418470,1.8,1.40
,,r051,margarine (fat>=40%),260,70,..,..,418470,1.8,1.40
,,r052,margarine (fat<40%),90,30,..,..,418470,1.8,1.40
,,r053,olive oil -- cooking oil -- mayonnaise,220,80,..,..,418470,1.8,1.40
,,r054,fruit and berries,2510,350,0.9,0.5,418470,1.8,1.40
,,r055,apples,310,60,..,..,418470,1.8,1.40
,,r056,pears,130,50,..,..,418470,1.8,1.40
,,r057,bananas,420,90,0.2,0.1,418470,1.8,1.40
,,r058,citrus fruits,380,90,..,..,418470,1.8,1.40
,,r059,other fresh fruit,250,100,..,..,418470,1.8,1.40
,,r060,dried fruit,450,140,..,..,418470,1.8,1.40
,,r061,berries,440,150,0.2,0.1,418470,1.8,1.40
,,r062,preserved fruit and fruit based products,110,50,..,..,418470,1.8,1.40
,,r063,others fruit and berries,30,20,..,..,418470,1.8,1.40
,,r064,vegetables,3550,430,1.2,0.5,418470,1.8,1.40
,,r065,leaf and stem vegetables,370,80,..,..,418470,1.8,1.40
,,r066,cabbages -- fresh,170,50,..,..,418470,1.8,1.40
,,r067,vegetables cultivated for their fruit -- fresh ,1150,180,..,..,418470,1.8,1.40
,,r068,onion -- leek -- fresh,160,30,..,..,418470,1.8,1.40
,,r069,mashrooms -- fresh,80,40,..,..,418470,1.8,1.40
,,r070,soups -- vegetabledishes,620,170,0.2,0.1,418470,1.8,1.40
,,r071,root crops,240,80,..,..,418470,1.8,1.40
,,r072,potatoes,430,70,..,..,418470,1.8,1.40
,,r073,products of potatoes (french fries -- mashed potatoes),290,90,..,..,418470,1.8,1.40
,,r074,vegetables - unspecified,..,..,..,..,418470,1.8,1.40
,,r075,sugar and sweets,2700,410,1.0,0.3,418470,1.8,1.40
,,r076,sugar -- jam -- honey -- chocolate and confectionery,190,70,..,..,418470,1.8,1.40
,,r077,jams -- marmelade,160,50,..,..,418470,1.8,1.40
,,r078,ice cream,520,180,0.2,0.1,418470,1.8,1.40
,,r079,other suger products,1830,310,0.7,0.2,418470,1.8,1.40
,,r080,sauces -- condiments,530,100,..,..,418470,1.8,1.40
,,r081,salt -- spices and culinary herbs,350,80,..,..,418470,1.8,1.40
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,250,70,..,..,418470,1.8,1.40
,,r083,snacks,300,110,..,..,418470,1.8,1.40
,,r084,unspec provisions,460,400,..,..,418470,1.8,1.40
,,r085,non alcoholic beverages,2560,350,1.0,0.3,418470,1.8,1.40
,,r086,fruit- and vegetable juices,430,120,..,..,418470,1.8,1.40
,,r087,soft drinks,990,230,0.4,0.1,418470,1.8,1.40
,,r088,mineral or spring waters,290,130,..,..,418470,1.8,1.40
,,r089,coffee,680,140,0.3,0.1,418470,1.8,1.40
,,r090,tee,120,60,..,..,418470,1.8,1.40
,,r091,cacao,50,30,..,..,418470,1.8,1.40
,,r092,dinner out,8500,2110,3.5,0.9,418470,1.8,1.40
,,r093,alcoholic beverages (with low-strength beer),3450,1000,1.5,0.5,418470,1.8,1.40
,,r094,tobacco ,2940,1070,1.4,0.6,418470,1.8,1.40
,,r095,consumer goods,5810,980,2.3,0.4,418470,1.8,1.40
,,r096,personal hygiene,3330,740,1.3,0.3,418470,1.8,1.40
,,r097,other consumption purposes,2480,480,1.0,0.2,418470,1.8,1.40
,,r098,domestic services,11530,2670,..,..,418470,1.8,1.40
,,r099,childminding,390,220,..,..,418470,1.8,1.40
,,r100,charge of skill -- other insurance,4730,750,2.1,0.7,418470,1.8,1.40
,,r101,other services,6420,2520,..,..,418470,1.8,1.40
,,r102,clothing and footwear,11660,3120,4.1,0.9,418470,1.8,1.40
,,r103,clothing,9050,2060,3.3,0.7,418470,1.8,1.40
,,r104, outdoor clothes,1420,610,0.5,0.3,418470,1.8,1.40
,,r105,other clothes,5850,1480,2.1,0.5,418470,1.8,1.40
,,r106,underwear,1120,490,0.4,0.2,418470,1.8,1.40
,,r107,accessoarer -- hats -- caps -- gloves etc.,460,240,0.2,0.1,418470,1.8,1.40
,,r108,footwear,2600,2100,0.8,0.6,418470,1.8,1.40
,,r109,housing,61120,4230,22.9,9.8,418470,1.8,1.40
,,r110,actual rentals for housing (incl. garage),35000,4150,16.6,2.2,418470,1.8,1.40
,,r111,reparations,2600,1350,..,..,418470,1.8,1.40
,,r112,householder´s comprehensive insurance,1570,200,..,..,418470,1.8,1.40
,,r113,services associates with housing ,3010,810,..,..,418470,1.8,1.40
,,r114,electicity -- gas and other fuels ,8750,1470,3.3,1.4,418470,1.8,1.40
,,r115,interests (gross),8150,2260,3.3,1.0,418470,1.8,1.40
,,r116,furnishings -- household equipment and routine maintenance of the house,14060,7020,4.0,1.1,418470,1.8,1.40
,,r117,furniture and furnishings -- carpets and other floor coverings,4180,1390,1.6,0.5,418470,1.8,1.40
,,r118,textile,..,..,..,..,418470,1.8,1.40
,,r119,household applience,9330,6720,2.2,1.0,418470,1.8,1.40
,,r120,health and hospital services,5720,1790,..,..,418470,1.8,1.40
,,r121,transport,37220,6540,..,..,418470,1.8,1.40
,,r122,purchase of new motor-cars,8700,3760,3.2,1.6,418470,1.8,1.40
,,r123,purchase of other vehicles,..,..,..,..,418470,1.8,1.40
,,r124,operation of motor-cars,17990,3470,6.0,3.1,418470,1.8,1.40
,,r125,interests (motorcars - gross) -- licence duty,1520,210,..,..,418470,1.8,1.40
,,r126,operation of other vehicles,730,330,0.3,0.1,418470,1.8,1.40
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,418470,1.8,1.40
,,r128,services of transport,4760,2640,1.6,0.8,418470,1.8,1.40
,,r129,leisure time and culture,45320,5730,..,..,418470,1.8,1.40
,,r130,weekend cottage,4110,2420,1.6,0.9,418470,1.8,1.40
,,r131,radio and tv,2650,660,1.1,0.3,418470,1.8,1.40
,,r132,sport and hobby,4130,1670,1.3,0.8,418470,1.8,1.40
,,r133,watch -- camera -- photographic and cinematographic equipment,1180,720,0.4,0.2,418470,1.8,1.40
,,r134,holidays -- hotels,9860,2650,-1.6,11.3,418470,1.8,1.40
,,r135,other spare time,8910,2460,2.8,1.5,418470,1.8,1.40
,,r136,entertainment,1130,700,0.3,0.2,418470,1.8,1.40
,,r137,books -- newspapers -- television taxes,8180,1090,2.9,1.2,418470,1.8,1.40
,,r138,mobiltelephone (callcharge and subscription fee),2310,500,1.0,0.3,418470,1.8,1.40
,,r139,telephone (callcharge and subscription fee),2860,390,..,..,418470,1.8,1.40
D6,decil 6,r001,total expenditures,271960,14750,100.0,0.0,412540,2.0,1.52
,,r002,food,33990,2930,13.1,1.1,412540,2.0,1.52
,,r003,bread and cereals,5630,610,2.1,0.2,412540,2.0,1.52
,,r004,rice and products of rice -- of which:,450,210,0.2,0.1,412540,2.0,1.52
,,r005,rice,300,140,..,..,412540,2.0,1.52
,,r006,products of rice,150,100,..,..,412540,2.0,1.52
,,r007,pasta products,410,110,..,..,412540,2.0,1.52
,,r008,flour -- grain,660,130,0.3,0.1,412540,2.0,1.52
,,r009,bread -- of which:,2420,270,0.9,0.1,412540,2.0,1.52
,,r010,hard bread,280,60,..,..,412540,2.0,1.52
,,r011,soft white bread,610,120,..,..,412540,2.0,1.52
,,r012,soft brown bread,390,100,..,..,412540,2.0,1.52
,,r013,soft light bread,650,120,..,..,412540,2.0,1.52
,,r014,bread unspecified,480,160,0.2,0.1,412540,2.0,1.52
,,r015,pastry-cook products,1690,290,0.6,0.1,412540,2.0,1.52
,,r016,meat,7290,1320,2.8,0.5,412540,2.0,1.52
,,r017,fresh -- chilled or frozen meat of bovine animals,840,240,0.3,0.1,412540,2.0,1.52
,,r018,fresh -- chilled or frozen meat of pig,1160,290,0.5,0.1,412540,2.0,1.52
,,r019,fresh -- chilled or frozen meat of sheep and goat,..,..,..,..,412540,2.0,1.52
,,r020,fresh -- chilled or frozen meat of poultry,680,210,0.3,0.1,412540,2.0,1.52
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,412540,2.0,1.52
,,r022,dried -- salted or smoked meat of pig,1690,260,0.7,0.1,412540,2.0,1.52
,,r023,dried -- salted or smoked other meats,260,90,..,..,412540,2.0,1.52
,,r024,meat -- sausages and meat of sandwiches,1140,200,0.4,0.1,412540,2.0,1.52
,,r025,pastry -- cured meats and provisions,330,110,..,..,412540,2.0,1.52
,,r026,meatdishes,320,150,..,..,412540,2.0,1.52
,,r027,meat - unspecified,100,80,..,..,412540,2.0,1.52
,,r028,fish,2080,380,0.8,0.2,412540,2.0,1.52
,,r029,fresh -- chilled or frozen fish -- of which:,740,190,0.3,0.1,412540,2.0,1.52
,,r030,codfish,190,60,..,..,412540,2.0,1.52
,,r031,salomonfish,390,150,0.2,0.1,412540,2.0,1.52
,,r032,herring,40,20,..,..,412540,2.0,1.52
,,r033,other fish,120,60,..,..,412540,2.0,1.52
,,r034,seafood,280,170,..,..,412540,2.0,1.52
,,r035,caviar -- roes -- other fishproducts,180,60,..,..,412540,2.0,1.52
,,r036,fish and seafood dishes,880,200,0.3,0.1,412540,2.0,1.52
,,r037,fish and seafood - unspecified,..,..,..,..,412540,2.0,1.52
,,r038,milk -- cheese and eggs,5810,580,2.3,0.2,412540,2.0,1.52
,,r039,milk (fat >=1 --5%),320,100,..,..,412540,2.0,1.52
,,r040,low fat milk (fat <1 --5%),930,170,0.4,0.1,412540,2.0,1.52
,,r041,preserved milk,60,40,..,..,412540,2.0,1.52
,,r042,yoghurt and sour milk,910,150,0.4,0.1,412540,2.0,1.52
,,r043,cream -- sour cream (fat>=29%),350,60,..,..,412540,2.0,1.52
,,r044,cream -- sour cream (fat<29%),350,70,..,..,412540,2.0,1.52
,,r045,cheese (fat >=17%),1670,270,0.6,0.1,412540,2.0,1.52
,,r046,cheese (fat <17%),710,130,..,..,412540,2.0,1.52
,,r047,eggs,530,90,..,..,412540,2.0,1.52
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,412540,2.0,1.52
,,r049,oils and fats,1020,160,0.4,0.1,412540,2.0,1.52
,,r050,butter,390,90,..,..,412540,2.0,1.52
,,r051,margarine (fat>=40%),260,60,..,..,412540,2.0,1.52
,,r052,margarine (fat<40%),100,30,..,..,412540,2.0,1.52
,,r053,olive oil -- cooking oil -- mayonnaise,270,100,..,..,412540,2.0,1.52
,,r054,fruit and berries,2840,380,1.2,0.2,412540,2.0,1.52
,,r055,apples,400,90,..,..,412540,2.0,1.52
,,r056,pears,100,30,..,..,412540,2.0,1.52
,,r057,bananas,480,90,..,..,412540,2.0,1.52
,,r058,citrus fruits,400,90,..,..,412540,2.0,1.52
,,r059,other fresh fruit,410,100,..,..,412540,2.0,1.52
,,r060,dried fruit,430,100,..,..,412540,2.0,1.52
,,r061,berries,440,140,0.2,0.1,412540,2.0,1.52
,,r062,preserved fruit and fruit based products,110,40,..,..,412540,2.0,1.52
,,r063,others fruit and berries,80,50,..,..,412540,2.0,1.52
,,r064,vegetables,3890,550,1.5,0.2,412540,2.0,1.52
,,r065,leaf and stem vegetables,420,90,..,..,412540,2.0,1.52
